125
[1, 0, 0, 5, 0, 9, 10, 5, 69, 1]
[1, 0, 0, 5, 0, 10, 9, 5, 69, 1]
[1, 0, 0, 6, 0, 9, 9, 5, 69, 1]
[1, 0, 0, 7, 0, 10, 27, 1, 53, 1]
[1, 0, 0, 8, 0, 9, 27, 1, 53, 1]
[1, 0, 0, 8, 0, 10, 10, 1, 69, 1]
[1, 0, 0, 12, 0, 9, 9, 1, 67, 1]
[1, 0, 0, 12, 0, 9, 9, 15, 53, 1]
[1, 0, 6, 12, 0, 10, 10, 5, 53, 3]
[1, 0, 6, 12, 0, 10, 10, 5, 55, 1]
[1, 0, 6, 12, 0, 10, 10, 7, 53, 1]
[1, 0, 6, 12, 0, 13, 9, 5, 53, 1]
[1, 0, 6, 15, 0, 9, 10, 5, 53, 1]
[1, 0, 6, 15, 0, 10, 9, 5, 53, 1]
[1, 55, 6, 12, 0, 10, 10, 5, 0, 1]
[1, 56, 6, 12, 0, 9, 10, 5, 0, 1]
[1, 56, 6, 12, 0, 10, 9, 5, 0, 1]
[4, 0, 6, 12, 0, 9, 10, 5, 53, 1]
[4, 0, 6, 12, 0, 10, 9, 5, 53, 1]
[5, 0, 6, 12, 0, 9, 9, 5, 53, 1]
[6, 0, 0, 5, 0, 9, 9, 1, 69, 1]
[6, 0, 0, 12, 0, 13, 10, 5, 53, 1]
[6, 0, 0, 15, 0, 10, 10, 5, 53, 1]
[6, 0, 6, 11, 0, 9, 9, 5, 53, 1]
[6, 0, 6, 12, 0, 9, 9, 5, 53, 0]
[6, 0, 6, 12, 0, 9, 10, 1, 53, 3]
[6, 0, 6, 12, 0, 9, 10, 1, 55, 1]
[6, 0, 6, 12, 0, 9, 10, 3, 53, 1]
[6, 0, 6, 12, 0, 10, 9, 1, 53, 3]
[6, 0, 6, 12, 0, 10, 9, 1, 55, 1]
[6, 0, 6, 12, 0, 10, 9, 3, 53, 1]
[6, 0, 6, 12, 0, 10, 10, 1, 53, 2]
[6, 0, 6, 12, 0, 10, 10, 1, 54, 1]
[6, 0, 6, 12, 0, 10, 10, 2, 53, 1]
[6, 0, 6, 12, 0, 10, 11, 1, 53, 1]
[6, 0, 6, 12, 0, 11, 10, 1, 53, 1]
[6, 0, 6, 12, 1, 10, 10, 1, 53, 1]
[6, 0, 6, 13, 0, 10, 10, 1, 53, 1]
[6, 0, 6, 15, 0, 9, 9, 1, 53, 1]
[6, 0, 7, 12, 0, 10, 10, 1, 53, 1]
[6, 1, 6, 12, 0, 10, 10, 1, 53, 1]
[6, 55, 6, 12, 0, 9, 10, 1, 0, 1]
[6, 55, 6, 12, 0, 10, 9, 1, 0, 1]
[6, 56, 0, 12, 0, 10, 10, 5, 0, 1]
[6, 56, 6, 12, 0, 9, 9, 1, 0, 1]
[7, 0, 6, 12, 0, 10, 10, 1, 53, 1]

[1, 0, 0, 5, 0, 9, 10, 5, 69, 1]
[1, 0, 0, 5, 0, 10, 9, 5, 69, 1]
[1, 0, 0, 6, 0, 9, 9, 5, 69, 1]
[1, 0, 0, 7, 0, 10, 27, 1, 53, 1]
[1, 0, 0, 8, 0, 9, 27, 1, 53, 1]
[1, 0, 0, 8, 0, 10, 10, 1, 69, 1]
[1, 0, 0, 12, 0, 9, 9, 1, 67, 1]
[1, 0, 0, 12, 0, 9, 9, 15, 53, 1]
[1, 0, 6, 12, 0, 10, 10, 5, 53, 3]
[1, 0, 6, 12, 0, 10, 10, 5, 55, 1]
[1, 0, 6, 12, 0, 10, 10, 7, 53, 1]
[1, 0, 6, 12, 0, 13, 9, 5, 53, 1]
[1, 0, 6, 15, 0, 9, 10, 5, 53, 1]
[1, 0, 6, 15, 0, 10, 9, 5, 53, 1]
[1, 55, 6, 12, 0, 10, 10, 5, 0, 1]
[1, 56, 6, 12, 0, 9, 10, 5, 0, 1]
[1, 56, 6, 12, 0, 10, 9, 5, 0, 1]
[4, 0, 6, 12, 0, 9, 10, 5, 53, 1]
[4, 0, 6, 12, 0, 10, 9, 5, 53, 1]
[5, 0, 6, 12, 0, 9, 9, 5, 53, 1]
[6, 0, 0, 5, 0, 9, 9, 1, 69, 1]
[6, 0, 0, 12, 0, 13, 10, 5, 53, 1]
[6, 0, 0, 15, 0, 10, 10, 5, 53, 1]
[6, 0, 6, 11, 0, 9, 9, 5, 53, 1]
[6, 0, 6, 12, 0, 9, 9, 5, 53, 0]
[6, 0, 6, 12, 0, 9, 10, 1, 53, 3]
[6, 0, 6, 12, 0, 9, 10, 1, 55, 1]
[6, 0, 6, 12, 0, 9, 10, 3, 53, 1]
[6, 0, 6, 12, 0, 10, 9, 1, 53, 3]
[6, 0, 6, 12, 0, 10, 9, 1, 55, 1]
[6, 0, 6, 12, 0, 10, 9, 3, 53, 1]
[6, 0, 6, 12, 0, 10, 10, 1, 53, 2]
[6, 0, 6, 12, 0, 10, 10, 1, 54, 1]
[6, 0, 6, 12, 0, 10, 10, 2, 53, 1]
[6, 0, 6, 12, 0, 10, 11, 1, 53, 1]
[6, 0, 6, 12, 0, 11, 10, 1, 53, 1]
[6, 0, 6, 12, 1, 10, 10, 1, 53, 1]
[6, 0, 6, 13, 0, 10, 10, 1, 53, 1]
[6, 0, 6, 15, 0, 9, 9, 1, 53, 1]
[6, 0, 7, 12, 0, 10, 10, 1, 53, 1]
[6, 1, 6, 12, 0, 10, 10, 1, 53, 1]
[6, 55, 6, 12, 0, 9, 10, 1, 0, 1]
[6, 55, 6, 12, 0, 10, 9, 1, 0, 1]
[6, 56, 0, 12, 0, 10, 10, 5, 0, 1]
[6, 56, 6, 12, 0, 9, 9, 1, 0, 1]
[7, 0, 6, 12, 0, 10, 10, 1, 53, 1]
